Feature ID	2M-Total	4M-Total	6m-Total	2M-HS-Total	4M-HS-Total	6M-HS-Total
CGI_10020710	425	117	211	381	29	68
CGI_10020711	47	73	57	53	52	38
CGI_10020712	24	71	30	17	22	19
CGI_10020713	166	87	72	210	101	51
CGI_10020714	48	20	13	86	44	42
CGI_10020715	0	2	1	1	2	0
CGI_10020716	86	35	36	265	70	45
CGI_10020717	235	98	94	319	139	117
CGI_10020718	0	0	1	0	0	0
CGI_10020719	237	241	132	170	108	140
CGI_10020720	157	267	182	137	283	52
CGI_10020721	1	0	0	1	1	0
CGI_10020722	1	0	3	1	0	0
CGI_10020723	5	0	5	9	1	7
CGI_10020724	15	13	22	4	24	1
CGI_10020725	113	84	120	76	27	20
CGI_10020726	41	36	14	41	32	12
CGI_10020727	129	56	218	148	27	126
CGI_10020728	111	102	80	101	49	19
CGI_10020729	577	441	376	533	494	405
CGI_10020730	134	110	95	118	20	92
CGI_10020731	143	198	99	170	41	37
CGI_10020732	193	129	102	173	90	72
CGI_10020733	126	56	39	124	41	35
CGI_10020734	7	5	3	99	18	16
CGI_10020735	140	92	98	151	101	97
CGI_10020736	49	17	29	47	21	21
CGI_10020737	15	70	18	33	160	24
CGI_10020738	9	26	9	8	11	1
CGI_10020739	39	23	22	49	20	8
CGI_10020740	1678	1371	664	1116	398	209
CGI_10020741	16	5	21	12	7	17
CGI_10020742	31	42	20	26	24	17
CGI_10020743	221	100	82	116	15	53
CGI_10020744	57	32	44	91	62	24
CGI_10020745	75	50	32	182	43	40
CGI_10020746	710	508	413	787	237	244
CGI_10020747	58	37	50	124	76	27
CGI_10020748	3	0	3	3	0	0
CGI_10020749	42	34	12	152	18	8
CGI_10020750	0	4	0	2	2	0
CGI_10020751	130	132	147	353	385	86
CGI_10020752	147	187	149	58	28	13
CGI_10020753	448	277	168	220	83	63
CGI_10020754	1151	1201	1152	1212	710	541
CGI_10020755	570	283	380	312	96	90
CGI_10020756	266	186	103	203	12	4
CGI_10020757	850	383	390	270	89	35
CGI_10020758	247	200	195	265	107	53
CGI_10020759	0	0	0	1	1	0
CGI_10020760	33	15	44	17	44	12
CGI_10020761	252	156	215	61	16	5
CGI_10020762	205	141	223	87	9	8
CGI_10020763	104	93	69	84	30	32
CGI_10020764	342	244	226	323	106	61
CGI_10020765	1	0	0	1	0	0
CGI_10020766	24	6	15	22	12	17
CGI_10020767	72	45	59	135	57	74
CGI_10020769	161	70	76	105	10	16
CGI_10020770	335	370	200	246	72	44
CGI_10020771	32	28	27	10	9	7
CGI_10020772	0	0	0	0	1	0
CGI_10020773	8	3	3	5	1	3
CGI_10020774	13	8	19	10	8	12
CGI_10020775	1	0	0	1	0	0
CGI_10020776	191	134	138	97	89	49
CGI_10020777	163	132	122	63	44	50
CGI_10020778	227	173	127	54	18	8
CGI_10020779	142	125	100	90	9	7
CGI_10020780	282	172	198	263	179	111
CGI_10020781	1315	1531	1022	643	162	103
CGI_10020782	158	121	127	355	128	117
CGI_10020783	288	247	131	392	128	43
CGI_10020784	287	226	183	422	168	82
CGI_10020785	72	95	33	150	74	17
CGI_10020786	184	140	97	228	134	109
CGI_10020787	144	197	236	133	206	136
CGI_10020788	0	2	0	0	1	0
CGI_10020789	105	111	82	182	107	86
CGI_10020790	549	528	339	715	397	290
CGI_10020791	12	28	11	6	2	4
CGI_10020792	1068	650	721	1396	628	593
CGI_10020793	67	88	53	136	100	20
CGI_10020794	5	3	0	1	4	0
CGI_10020795	374	333	253	308	135	104
CGI_10020796	1018	875	980	1082	976	740
CGI_10020797	233	212	142	183	84	36
CGI_10020798	4	6	2	2	4	0
CGI_10020799	17	44	22	14	16	17
CGI_10020800	2	0	1	1	1	0
CGI_10020801	1	4	0	3	0	0
CGI_10020803	57	24	27	118	23	31
CGI_10020804	1234	1153	1458	844	555	519
CGI_10020805	149	164	44	69	45	26
CGI_10020806	1285	966	957	570	561	525
CGI_10020807	5	7	9	25	16	1
CGI_10020808	2	1	4	1	0	1
CGI_10020809	500	182	122	1001	200	133
CGI_10020810	47	17	23	10	3	8
CGI_10020811	182	104	77	62	18	34
CGI_10020812	72	90	31	47	60	24
CGI_10020813	1	1	2	7	4	8
CGI_10020814	3391	3638	3803	2038	1303	1078
CGI_10020815	217	75	34	1065	95	37
CGI_10020816	426	380	376	269	108	50
CGI_10020817	30	17	15	21	25	9
CGI_10020818	2	7	10	0	8	1
CGI_10020819	10	44	0	1	0	0
CGI_10020820	306	613	54	61	121	27
CGI_10020821	259	346	130	580	260	60
CGI_10020822	0	0	0	0	0	0
CGI_10020823	211	195	154	292	166	171
CGI_10020824	74	60	110	112	49	111
CGI_10020825	55	90	99	89	56	136
CGI_10020826	6	22	2	3	19	8
CGI_10020827	2	4	0	2	1	0
CGI_10020828	2	3	1	0	3	4
CGI_10020829	199	145	281	277	162	330
CGI_10020830	117	137	52	144	69	26
CGI_10020831	2	6	5	4	3	2
CGI_10020832	3	0	2	2	0	1
CGI_10020833	8	27	7	4	13	5
CGI_10020834	0	0	0	0	0	0
CGI_10020835	47	63	25	37	8	3
CGI_10020836	1140	852	704	1175	552	153
CGI_10020837	241	155	77	128	16	10
CGI_10020838	647	560	374	666	310	180
CGI_10020839	8	14	5	13	17	5
CGI_10020840	24	29	28	20	29	7
CGI_10020841	1024	1646	702	750	423	159
CGI_10020842	18	74	26	19	2	0
CGI_10020843	39	31	65	32	36	14
CGI_10020844	34	26	72	68	39	73
CGI_10020845	196	194	123	182	104	50
CGI_10020846	15	23	3	10	4	3
CGI_10020847	3112	2648	2131	2027	1008	660
CGI_10020848	304	238	148	242	222	60
CGI_10020849	0	1	1	1	3	6
CGI_10020850	0	1	0	0	1	0
CGI_10020851	2418	2393	2157	1802	2339	1084
CGI_10020852	32	22	10	55	36	10
CGI_10020853	170	83	107	206	53	19
CGI_10020854	1090	810	793	673	279	54
CGI_10020855	3	7	4	1	3	1
CGI_10020856	12	8	4	13	54	6
CGI_10020857	369	307	253	219	44	29
CGI_10020858	22	12	13	31	12	9
CGI_10020859	135	134	79	159	213	92
CGI_10020861	271	216	198	257	130	63
CGI_10020862	13	14	11	20	4	3
CGI_10020863	344	510	512	448	259	199
CGI_10020864	0	0	0	0	1	0
CGI_10020865	40	35	44	22	18	9
CGI_10020866	83	118	42	120	94	61
CGI_10020867	382	251	176	480	197	170
CGI_10020868	39	8	7	7	1	4
CGI_10020869	26	15	2	14	9	1
CGI_10020870	1758	1377	1373	916	471	344
CGI_10020871	13	17	7	5	11	2
CGI_10020872	108	111	52	166	149	66
CGI_10020873	5	5	9	2	7	2
CGI_10020874	4	8	5	5	13	2
CGI_10020875	82	62	18	39	1	0
CGI_10020876	1387	988	516	380	46	15
CGI_10020877	15	8	5	2	17	3
CGI_10020878	94	200	290	32	38	297
CGI_10020879	830	465	475	124	149	168
CGI_10020880	38	12	27	12	20	1
CGI_10020881	19	9	20	14	11	6
CGI_10020882	1	3	2	2	4	4
CGI_10020883	30	27	15	27	32	9
CGI_10020884	262	127	168	290	89	66
CGI_10020885	611	551	828	229	96	89
CGI_10020886	20	30	17	8	27	4
CGI_10020887	0	0	0	0	1	0
CGI_10020888	53	67	23	63	123	4
CGI_10020889	0	1	0	0	0	1
CGI_10020890	1822	1367	1161	1924	488	366
CGI_10020891	241	191	250	308	218	192
CGI_10020892	44	19	11	139	9	2
CGI_10020893	14	21	29	27	9	4
CGI_10020894	105	132	107	124	71	90
CGI_10020895	18	10	16	11	1	1
CGI_10020896	48	57	11	61	29	13
CGI_10020897	7	0	0	4	0	0
CGI_10020898	3	0	1	1	2	0
CGI_10020899	15	13	3	31	14	3
CGI_10020900	527	78	44	73	17	17
CGI_10020901	13	15	2	6	10	0
CGI_10020902	824	600	861	94	94	107
CGI_10020903	66	74	35	78	8	7
CGI_10020904	56	39	21	12	0	2
CGI_10020905	690	328	705	1099	358	608
CGI_10020906	4089	935	3354	145	77	190
CGI_10020907	1982	841	2024	101	86	92
CGI_10020908	269	153	163	115	26	11
CGI_10020909	362	224	202	266	89	31
CGI_10020910	218	188	168	85	41	18
CGI_10020911	239	221	143	230	39	21
CGI_10020912	102	83	82	195	56	35
CGI_10020913	22	25	12	35	23	5
CGI_10020914	1	0	0	1	0	0
CGI_10020915	107	77	35	144	71	49
CGI_10020916	79	43	39	83	15	26
CGI_10020917	1294	651	619	895	366	373
CGI_10020918	111	21	45	119	16	72
CGI_10020919	273	206	202	175	120	104
CGI_10020920	16	13	7	24	4	4
CGI_10020921	154	107	89	268	128	43
CGI_10020922	15688	10865	10381	22600	18647	12147
CGI_10020923	0	0	0	0	0	0
CGI_10020924	846	318	355	487	115	81
CGI_10020925	211	67	63	68	49	38
CGI_10020926	28	2	18	11	0	2
CGI_10020927	42	38	49	51	68	35
CGI_10020928	9	17	6	6	28	32
CGI_10020929	1	0	0	0	1	2
CGI_10020930	17	24	11	18	32	10
CGI_10020931	177	97	147	65	51	28
CGI_10020932	21	13	6	30	5	4
CGI_10020933	2351	1336	1396	1957	975	934
CGI_10020934	201	117	89	120	91	64
CGI_10020935	46	9	48	41	9	25
CGI_10020936	5	2	22	26	16	8
CGI_10020937	11	10	13	20	18	7
CGI_10020938	502	570	360	111	25	36
CGI_10020939	45	20	20	26	6	14
CGI_10020940	38	8	6	52	6	3
CGI_10020941	0	0	2	0	0	4
CGI_10020942	250	246	208	427	143	163
CGI_10020943	95	49	76	180	59	37
CGI_10020944	4	3	8	6	0	10
CGI_10020945	0	0	0	0	0	0
CGI_10020946	45	30	35	51	18	36
CGI_10020947	176	111	102	278	179	126
CGI_10020948	0	0	0	0	0	0
CGI_10020949	269	307	221	122	31	38
CGI_10020950	1649	2270	2144	341	377	227
CGI_10020951	24	45	33	48	17	37
CGI_10020952	41	25	18	290	52	17
CGI_10020953	237	171	147	166	96	55
CGI_10020954	295	165	156	221	164	89
CGI_10020955	95	134	106	25	32	31
CGI_10020956	5	13	8	1	2	3
CGI_10020957	24	23	35	55	59	78
CGI_10020958	1	3	1	1	1	3
CGI_10020959	37	56	82	120	73	121
CGI_10020960	3	5	5	2	2	1
CGI_10020961	13965	11317	12806	10801	12043	9751
CGI_10020962	20	11	19	6	0	3
CGI_10020963	555	442	203	285	45	34
CGI_10020964	1901	2010	881	773	195	66
CGI_10020965	154	46	37	84	73	19
CGI_10020966	39	64	34	78	48	34
CGI_10020967	2983	2555	1936	844	189	204
CGI_10020968	27	34	18	6	2	0
CGI_10020969	81	80	65	118	78	66
CGI_10020970	42	21	19	28	5	5
CGI_10020971	138	134	67	238	75	41
CGI_10020972	66	63	84	73	118	54
CGI_10020973	207	89	148	197	56	47
CGI_10020974	33876	27312	30150	27662	31993	20770
CGI_10020975	43	56	42	44	41	20
CGI_10020976	59	43	38	76	15	6
CGI_10020977	74	56	22	101	27	21
CGI_10020978	495	360	367	585	389	268
CGI_10020979	3	4	1	8	4	5
CGI_10020980	253	148	183	116	35	54
CGI_10020981	2	85	10	11	0	0
CGI_10020982	12	155	20	26	0	3
CGI_10020983	179	50	110	81	42	28
CGI_10020984	447	341	291	464	173	96
CGI_10020985	50	37	19	102	64	70
CGI_10020986	152	76	82	76	38	12
CGI_10020987	51	53	60	23	37	120
CGI_10020988	3	0	1	6	0	0
CGI_10020990	483	330	231	514	242	166
CGI_10020991	1374	1121	809	1485	595	517
CGI_10020992	1253	928	1092	1514	510	866
CGI_10020993	966	689	635	1148	717	586
CGI_10020994	482	423	313	630	435	262
CGI_10020995	566	493	473	303	104	97
CGI_10020996	367	365	282	187	61	72
CGI_10020997	306	206	161	215	69	28
CGI_10020998	2086	1264	1226	682	148	139
CGI_10020999	13	4	5	38	9	13
CGI_10021000	28	11	28	15	33	24
CGI_10021001	187	250	128	110	106	180
CGI_10021002	193	185	160	168	91	75
CGI_10021003	1057	1642	631	88	41	3
CGI_10021004	1	4	42	0	4	10
CGI_10021005	183	154	63	224	100	60
CGI_10021006	35	27	29	25	17	28
CGI_10021007	51	20	25	35	1	6
CGI_10021008	284	156	208	249	39	44
CGI_10021009	10	8	9	9	16	6
CGI_10021010	518	532	1163	224	254	369
CGI_10021011	35	28	37	11	15	16
CGI_10021012	1	0	1	1	1	2
CGI_10021013	2479	1536	1989	874	634	1174
CGI_10021014	1	1	0	0	0	0
CGI_10021015	1518	1295	1086	827	1269	3770
CGI_10021016	4	7	2	7	9	7
CGI_10021017	0	7	7	0	4	3
CGI_10021018	31	46	66	28	22	34
CGI_10021019	269	313	276	483	195	137
CGI_10021020	58	48	37	63	42	38
CGI_10021021	165	227	364	251	932	162
CGI_10021022	65	61	49	117	82	47
CGI_10021023	20	10	18	14	7	2
CGI_10021024	3	38	52	3	64	61
CGI_10021025	0	0	0	0	0	0
CGI_10021026	0	1	0	0	1	0
CGI_10021027	643	604	463	901	1117	484
CGI_10021028	407	662	312	532	283	59
CGI_10021029	30	48	16	28	4	4
CGI_10021030	384	93	287	289	30	28
CGI_10021031	170	124	124	427	180	55
CGI_10021032	0	0	1	0	0	0
CGI_10021033	146	75	79	310	136	102
CGI_10021034	3	2	2	0	2	0
CGI_10021035	6	9	5	10	3	0
CGI_10021036	6	10	6	10	6	2
CGI_10021037	54	70	29	58	54	34
CGI_10021038	4	6	1	6	1	0
CGI_10021039	637	577	414	925	270	170
CGI_10021040	7	2	3	2	1	1
CGI_10021041	22	21	19	23	13	0
CGI_10021042	73	23	21	47	8	7
CGI_10021043	98	106	58	120	64	36
CGI_10021044	95	59	43	232	93	46
CGI_10021045	0	0	0	0	0	0
CGI_10021046	142	185	99	120	32	29
CGI_10021047	0	3	0	0	2	0
CGI_10021048	0	13	2	1	3	4
CGI_10021049	0	0	0	0	0	0
CGI_10021050	36	37	49	28	27	18
CGI_10021051	0	0	0	0	0	0
CGI_10021052	0	0	0	0	1	0
CGI_10021053	811	503	751	347	161	380
CGI_10021054	0	1	0	0	0	1
CGI_10021055	212	155	135	443	207	126
CGI_10021056	65	39	21	99	24	23
CGI_10021057	10	13	14	124	28	19
CGI_10021058	128	113	103	267	165	117
CGI_10021060	36	15	8	8	7	4
CGI_10021061	19	20	27	6	8	31
CGI_10021062	395	222	184	393	133	119
CGI_10021063	19	9	5	8	2	4
CGI_10021064	392	435	232	314	460	304
CGI_10021065	33	50	28	14	62	15
CGI_10021066	0	1	0	3	2	0
CGI_10021067	42	35	34	16	38	14
CGI_10021068	50	27	22	142	57	50
CGI_10021069	15338	12772	14531	11751	15013	11840
CGI_10021070	714	589	289	400	663	361
CGI_10021071	4	6	3	6	30	11
CGI_10021072	36	9	21	15	7	18
CGI_10021073	355	82	235	150	40	47
CGI_10021074	137	76	65	155	24	20
CGI_10021075	78	4	35	22	2	13
CGI_10021076	1414	66	457	96	0	57
CGI_10021077	73	56	35	118	25	10
CGI_10021078	11	15	8	9	5	5
CGI_10021079	57	30	23	21	6	4
CGI_10021080	167	186	158	268	127	86
CGI_10021081	1593	1062	1287	1399	583	270
CGI_10021082	108	34	20	97	37	28
CGI_10021084	0	4	7	7	4	0
CGI_10021085	16	4	7	9	6	9
CGI_10021087	1	7	2	4	5	32
CGI_10021088	18	30	16	28	38	16
CGI_10021089	7	11	4	3	4	2
CGI_10021091	0	0	0	0	0	0
CGI_10021092	16	6	2	6	15	15
CGI_10021094	569	705	516	328	97	98
CGI_10021095	59	39	21	125	32	19
CGI_10021096	112	73	95	137	91	103
CGI_10021097	253	205	121	317	197	154
CGI_10021098	49	48	35	40	20	5
CGI_10021099	272	391	320	168	93	56
CGI_10021100	67	79	58	133	64	40
CGI_10021102	9	7	4	10	9	10
CGI_10021103	299	232	186	444	214	193
CGI_10021104	0	0	0	0	1	0
CGI_10021105	1	0	0	0	0	0
CGI_10021106	130	94	86	108	38	45
CGI_10021107	39	33	14	29	12	5
CGI_10021108	2	3	6	6	0	3
CGI_10021109	551	286	396	706	432	249
CGI_10021110	7	9	4	17	7	5
CGI_10021111	76	43	52	365	832	613
CGI_10021112	37	17	34	135	74	19
CGI_10021113	6	3	0	38	24	2
CGI_10021114	20	34	37	116	274	77
CGI_10021115	7	8	7	20	78	18
CGI_10021116	0	0	0	0	25	4
CGI_10021117	89	79	58	130	94	60
CGI_10021118	0	2	0	2	0	0
CGI_10021119	1	0	0	0	0	1
CGI_10021120	328	23	10	289	11	5
CGI_10021121	1	0	0	0	0	0
CGI_10021122	56	23	40	105	155	71
CGI_10021123	422	338	234	409	174	98
CGI_10021124	525	382	330	173	145	117
CGI_10021125	547	526	264	406	67	55
CGI_10021126	190	118	59	153	31	7
CGI_10021127	539	498	287	524	379	253
CGI_10021128	730	647	490	628	287	254
CGI_10021129	0	0	0	0	0	0
CGI_10021130	44	8	8	22	20	9
CGI_10021131	80	76	69	151	142	83
CGI_10021132	286	145	153	412	102	132
CGI_10021133	53	44	81	24	26	17
CGI_10021134	3	1	9	1	0	1
CGI_10021135	37	18	19	74	29	24
CGI_10021136	674	566	961	295	181	202
CGI_10021137	0	0	0	5	73	3
CGI_10021138	54	32	31	45	26	31
CGI_10021139	3	14	4	12	1	0
CGI_10021140	0	8	3	4	33	3
CGI_10021141	75	72	41	92	49	42
CGI_10021142	0	15	0	0	33	0
CGI_10021143	228	223	164	185	93	93
CGI_10021144	6	1	1	4	1	1
CGI_10021145	29	33	6	22	13	7
CGI_10021146	111	64	42	94	17	18
CGI_10021147	40	123	70	43	81	145
CGI_10021148	78	21	25	87	9	4
CGI_10021149	44	9	9	16	10	1
CGI_10021150	0	0	0	0	0	0
CGI_10021151	1385	613	355	269	26	8
CGI_10021152	78	58	6	189	69	0
CGI_10021153	63	32	1	65	33	0
CGI_10021154	149	58	60	112	15	18
CGI_10021155	0	1	0	6	0	1
CGI_10021156	95	74	34	117	26	35
CGI_10021157	767	578	340	470	111	139
CGI_10021158	49	120	127	14	14	9
CGI_10021159	11290	9307	11598	10458	7934	5365
CGI_10021160	0	0	1	0	0	0
CGI_10021161	41	77	77	24	12	29
CGI_10021162	180	85	84	155	48	14
CGI_10021163	450	340	218	424	194	140
CGI_10021164	80	105	60	60	25	24
CGI_10021165	12169	8533	10519	8583	7986	5241
CGI_10021166	407	175	265	247	71	89
CGI_10021167	14	5	11	18	5	0
CGI_10021168	223	55	236	243	32	46
CGI_10021169	1584	1721	1196	628	384	442
CGI_10021170	360	672	301	388	300	135
CGI_10021171	9299	8643	6325	2657	1148	1029
CGI_10021172	34	12	41	84	33	51
CGI_10021173	63	36	51	146	42	62
CGI_10021174	4	10	3	3	5	2
CGI_10021175	95	116	62	104	84	29
CGI_10021176	398	328	376	644	464	291
CGI_10021177	33	18	41	69	11	4
CGI_10021178	3849	4025	2954	1218	409	368
CGI_10021179	171	275	186	232	396	138
CGI_10021180	487	146	210	448	149	171
CGI_10021181	27	6	7	22	10	3
CGI_10021182	5	0	2	19	1	1
CGI_10021183	36	394	59	106	110	30
CGI_10021184	4	2	2	3	7	6
CGI_10021185	381	295	249	483	279	206
CGI_10021186	2	4	1	4	1	7
CGI_10021187	72	84	50	163	28	20
CGI_10021188	4565	3618	3410	3988	2513	1866
CGI_10021189	54	46	62	40	27	16
CGI_10021190	52	34	30	53	25	13
CGI_10021191	222	111	187	102	105	110
CGI_10021192	19	19	22	11	0	8
CGI_10021193	6	18	10	20	17	7
CGI_10021194	3930	2033	6619	3077	1116	2740
CGI_10021195	87	181	99	13	31	33
CGI_10021196	1638	840	2367	1361	544	1322
CGI_10021197	4874	263	207	96	20	58
CGI_10021198	0	1	0	0	2	0
CGI_10021200	88	34	10	122	14	17
CGI_10021201	22	17	16	30	7	20
CGI_10021202	21	11	26	39	37	140
CGI_10021203	49	7	1	95	4	4
CGI_10021205	1	0	10	2	2	12
CGI_10021206	12	18	18	6	1	3
CGI_10021207	0	0	0	0	0	0
CGI_10021208	56	27	68	50	17	60
CGI_10021209	0	0	0	0	0	0
CGI_10021210	0	2	0	3	0	0
CGI_10021211	114	74	74	90	35	21
CGI_10021212	405	378	327	369	186	147
CGI_10021213	316	313	253	235	48	31
CGI_10021214	1991	1566	1957	1891	1273	1175
CGI_10021215	0	0	0	0	0	0
CGI_10021217	317	253	180	390	223	139
CGI_10021218	608	372	364	878	323	294
CGI_10021219	256	219	257	389	248	163
CGI_10021220	0	0	1	0	0	0
CGI_10021221	46	26	42	100	63	88
CGI_10021222	428	288	278	200	29	18
CGI_10021223	1172	942	858	891	627	584
CGI_10021224	26	8	8	32	7	7
CGI_10021225	127	89	65	122	114	44
CGI_10021226	0	0	0	0	0	0
CGI_10021227	0	0	0	0	0	0
CGI_10021228	27	12	20	20	20	9
CGI_10021229	870	712	871	254	50	52
CGI_10021230	0	5	0	2	1	3
CGI_10021231	443	377	268	429	110	80
CGI_10021232	1884	1331	1550	2708	2276	1587
CGI_10021233	2009	1749	1428	1374	566	452
CGI_10021234	0	0	0	0	0	0
CGI_10021235	2765	1574	2340	2887	1445	1525
CGI_10021236	2	10	6	2	11	1
CGI_10021237	338	111	323	366	157	146
CGI_10021238	141	161	126	69	21	41
CGI_10021239	4	5	4	11	1	4
CGI_10021240	1	1	0	1	4	0
CGI_10021241	26	15	9	32	15	17
CGI_10021242	49	85	34	70	21	29
CGI_10021243	100	157	47	35	15	14
CGI_10021244	65	55	20	162	28	19
CGI_10021245	57	67	34	171	105	50
CGI_10021246	126	86	86	290	219	110
CGI_10021247	0	1	0	0	0	1
CGI_10021248	261	271	106	234	67	43
CGI_10021249	24	5	2	7	5	1
CGI_10021250	0	1	2	0	0	3
CGI_10021251	3	0	1	2	0	0
CGI_10021252	30	6	10	16	14	6
CGI_10021253	3	0	1	0	0	0
CGI_10021254	172	226	97	106	43	13
CGI_10021255	145	34	98	127	20	32
CGI_10021256	8	25	10	7	38	1
CGI_10021257	396	247	240	300	163	131
CGI_10021258	1	0	2	0	0	0
CGI_10021259	1	0	2	0	0	0
CGI_10021260	510	447	355	827	576	307
CGI_10021261	2	6	14	4	6	4
CGI_10021262	248	139	143	185	130	75
CGI_10021263	353	268	165	234	37	29
CGI_10021264	982	794	723	1382	602	410
CGI_10021265	235	149	163	256	88	64
CGI_10021266	110	85	83	217	61	58
CGI_10021267	37	30	25	21	20	19
CGI_10021268	109	64	109	172	47	49
CGI_10021269	125	128	124	149	25	20
CGI_10021270	1108	706	734	827	540	341
CGI_10021271	135	93	60	60	20	8
CGI_10021272	66	48	46	63	36	23
CGI_10021273	124	76	41	102	23	9
CGI_10021274	48	32	32	62	42	12
CGI_10021275	89	84	44	129	46	29
CGI_10021276	368	356	272	439	238	283
CGI_10021277	488	269	213	701	246	132
CGI_10021278	100	60	70	100	30	51
CGI_10021279	4	13	4	8	17	6
CGI_10021280	0	0	0	0	0	0
CGI_10021281	11	3	12	2	0	1
CGI_10021282	0	1	0	0	0	0
CGI_10021283	40	22	31	53	39	16
CGI_10021284	0	0	0	0	3	0
CGI_10021285	40	21	4	72	75	13
CGI_10021286	44	20	32	35	8	9
CGI_10021287	0	0	0	0	0	0
CGI_10021288	118	124	115	155	46	33
CGI_10021289	17	38	10	11	43	2
CGI_10021290	3	2	1	0	0	0
CGI_10021291	42	49	40	40	51	7
CGI_10021292	453	588	283	585	654	371
CGI_10021293	24	6	32	43	5	11
CGI_10021294	10	11	37	28	5	35
CGI_10021295	16	25	15	21	22	1
CGI_10021296	3	3	0	38	12	5
CGI_10021297	303	246	284	214	107	147
CGI_10021298	81	40	59	36	3	8
CGI_10021299	180	114	132	122	28	40
CGI_10021300	299	269	232	155	28	25
CGI_10021301	55	21	16	67	22	16
CGI_10021302	95	43	25	84	6	11
CGI_10021303	76	30	16	136	20	21
CGI_10021304	8	7	8	3	1	7
CGI_10021305	322	104	195	245	13	25
CGI_10021306	87	47	39	63	20	16
CGI_10021307	186	17	134	164	43	75
CGI_10021308	19	23	14	9	6	1
CGI_10021309	38	4	15	34	2	2
CGI_10021310	14	0	13	15	0	1
CGI_10021311	17	27	50	21	27	12
CGI_10021312	1267	1146	863	583	218	107
CGI_10021313	61	28	20	42	11	12
CGI_10021314	3898	2212	2545	4213	2962	1621
CGI_10021315	0	0	0	0	0	0
CGI_10021316	1	0	1	0	4	1
CGI_10021317	30	35	21	13	39	15
CGI_10021318	373	157	203	516	179	151
CGI_10021319	11	8	16	7	2	10
CGI_10021320	158	125	72	110	50	26
CGI_10021321	252	186	327	209	195	255
CGI_10021322	159	211	142	79	27	34
CGI_10021323	137	196	71	309	85	151
CGI_10021324	126	58	63	208	32	36
CGI_10021325	9	0	0	14	16	9
CGI_10021326	117	62	58	116	46	40
CGI_10021327	26	52	29	41	44	25
CGI_10021328	27	20	8	34	4	4
CGI_10021329	33	17	7	31	2	2
CGI_10021330	152	112	95	161	51	59
CGI_10021331	146	59	94	153	64	50
CGI_10021332	11	3	1	2	0	0
CGI_10021333	118	103	57	75	52	30
CGI_10021334	527	439	322	456	123	76
CGI_10021335	19	8	6	12	39	2
CGI_10021336	2836	1722	1873	2190	1009	888
CGI_10021337	202	154	133	262	145	45
CGI_10021338	223	170	152	255	148	115
CGI_10021339	6	5	9	7	1	4
CGI_10021340	100	30	51	49	26	17
CGI_10021341	9	3	82	9	57	46
CGI_10021342	2	4	10	2	1	1
CGI_10021343	346	277	174	399	59	24
CGI_10021344	187	766	271	200	616	330
CGI_10021345	697	560	621	747	204	277
CGI_10021346	13	32	18	19	1	3
CGI_10021347	619	325	209	1092	162	292
CGI_10021348	65	195	92	54	120	59
CGI_10021350	644	319	198	731	218	196
CGI_10021351	4	18	8	3	4	3
CGI_10021352	23	173	83	68	138	24
CGI_10021353	2	0	1	8	5	0
CGI_10021354	24	2	30	17	6	12
CGI_10021355	433	215	326	395	271	483
CGI_10021356	1549	24	14	284	82	48
CGI_10021357	3655	927	1458	948	156	318
CGI_10021358	1906	811	842	747	153	472
CGI_10021359	158	130	115	91	23	13
CGI_10021360	336	320	371	200	202	245
CGI_10021361	129	330	201	195	104	104
CGI_10021362	61	51	58	86	13	33
CGI_10021363	81	55	30	124	50	42
CGI_10021364	317	197	151	213	94	44
CGI_10021365	52	97	49	54	52	22
CGI_10021366	283	285	291	277	107	71
CGI_10021367	34	64	22	13	18	6
CGI_10021368	160	166	153	69	42	20
CGI_10021369	725	290	1079	209	121	206
CGI_10021370	1	3	3	2	0	0
CGI_10021371	45	16	193	116	42	29
CGI_10021372	0	0	0	0	0	0
CGI_10021373	0	0	0	0	0	0
CGI_10021374	4	1	1	1	5	5
CGI_10021375	12	48	8	23	16	3
CGI_10021376	136	88	79	119	423	19
CGI_10021377	63	17	21	39	9	32
CGI_10021378	37	37	22	30	10	11
CGI_10021379	31	21	13	48	18	24
CGI_10021380	1	1	0	0	1	1
CGI_10021381	4	0	1	0	0	0
CGI_10021382	19	13	20	31	79	13
CGI_10021383	4	5	4	10	5	2
CGI_10021384	10	7	5	34	7	3
CGI_10021385	428	140	169	479	163	151
CGI_10021386	5	8	8	12	9	0
CGI_10021387	30	43	33	50	48	17
CGI_10021388	4	0	0	17	3	0
CGI_10021389	0	0	0	2	2	0
CGI_10021390	4	0	0	0	0	0
CGI_10021391	220	221	212	290	297	151
CGI_10021392	23	18	12	13	5	5
CGI_10021393	29	10	15	0	3	2
CGI_10021394	3280	2827	1685	5490	2949	928
CGI_10021395	0	0	0	11	81	12
CGI_10021396	0	0	0	0	0	0
CGI_10021397	13802	10091	9634	8634	8333	3402
CGI_10021398	2008	1295	1362	1783	857	692
CGI_10021399	37	30	20	50	14	17
CGI_10021400	39	47	18	101	11	11
CGI_10021401	57	45	24	46	16	11
CGI_10021402	541	177	146	658	239	149
CGI_10021403	90	49	49	42	16	27
CGI_10021404	87	59	104	60	33	45
CGI_10021405	25	22	6	9	21	9
CGI_10021406	2	2	1	3	1	8
CGI_10021407	17	9	9	28	6	14
CGI_10021408	448	495	384	62	24	11
CGI_10021409	151	288	187	95	147	79
