Feature ID	2M-Total	4M-Total	6m-Total	2M-HS-Total	4M-HS-Total	6M-HS-Total
CGI_10011725	123	160	50	242	195	403
CGI_10011726	120	102	99	70	49	45
CGI_10011727	86	58	74	77	24	34
CGI_10011728	55	25	18	146	45	23
CGI_10011729	833	699	881	1100	698	585
CGI_10011730	710	431	308	736	179	78
CGI_10011731	396	291	166	300	144	76
CGI_10011732	2195	2134	1455	2196	116	104
CGI_10011733	550	325	103	563	25	7
CGI_10011734	21	0	29	10	0	16
CGI_10011735	37	8	55	8	7	66
CGI_10011736	0	10	2	0	0	1
CGI_10011738	105	64	50	141	19	41
CGI_10011739	1	9	5	0	8	4
CGI_10011740	2	3	0	0	11	4
CGI_10011741	288	298	282	213	163	96
CGI_10011742	265	201	189	327	115	76
CGI_10011743	99	62	99	40	23	8
CGI_10011744	167	102	97	305	98	114
CGI_10011745	14	12	5	0	2	1
CGI_10011746	0	0	0	0	0	0
CGI_10011747	28	43	39	23	66	42
CGI_10011748	179	253	166	104	37	35
CGI_10011749	58	49	59	21	15	10
CGI_10011750	269	168	174	361	171	148
CGI_10011751	340	285	182	621	180	102
CGI_10011752	61	29	47	53	36	19
CGI_10011753	195	205	118	323	173	180
CGI_10011754	1	0	0	0	0	0
CGI_10011755	151	92	85	231	116	88
CGI_10011756	1	0	0	1	0	0
CGI_10011757	5	0	2	2	0	5
CGI_10011758	320	58	32	70	64	20
CGI_10011759	1591	1358	797	742	168	69
CGI_10011760	212	106	459	306	55	167
CGI_10011761	40	22	22	18	4	1
CGI_10011762	13	7	14	19	19	12
CGI_10011763	39	4	10	40	3	4
CGI_10011764	0	0	1	1	0	0
CGI_10011765	671	432	331	855	240	252
CGI_10011766	48	58	56	98	121	37
CGI_10011767	67	25	24	166	86	22
CGI_10011768	218	133	94	409	154	118
CGI_10011769	230	128	133	181	124	97
CGI_10011770	418	285	246	312	51	53
CGI_10011771	258	278	156	407	148	92
CGI_10011772	0	0	0	0	0	0
CGI_10011773	11	10	0	10	2	3
CGI_10011774	21	17	4	11	29	2
CGI_10011775	4	8	3	0	7	16
CGI_10011776	46	65	27	50	12	7
CGI_10011777	14	18	7	16	3	2
CGI_10011778	18	17	3	26	5	5
CGI_10011779	75	87	35	96	20	6
CGI_10011780	2163	1424	1522	2185	1673	883
CGI_10011781	0	0	0	0	0	0
CGI_10011782	206	216	107	234	50	26
CGI_10011783	804	509	661	665	387	332
CGI_10011784	116	132	221	104	40	53
CGI_10011785	1816	1459	2014	752	322	164
CGI_10011786	531	340	469	303	172	75
CGI_10011787	475	609	245	556	55	13
CGI_10011788	189	268	105	146	204	92
CGI_10011789	126	56	69	123	58	27
CGI_10011790	0	0	0	0	0	4
CGI_10011791	1	5	1	0	0	1
CGI_10011792	139	233	279	126	159	116
CGI_10011794	195	100	135	240	71	97
CGI_10011795	23	28	3	132	20	6
CGI_10011796	11	11	7	40	33	8
CGI_10011797	14	15	43	6	2	5
CGI_10011798	0	0	1	0	0	2
CGI_10011799	346	277	273	268	97	56
CGI_10011800	20	14	19	61	30	26
CGI_10011801	93	82	54	102	34	32
CGI_10011802	3842	3297	2693	3535	1482	1107
CGI_10011803	172	187	104	137	171	83
CGI_10011804	518	546	1033	322	194	271
CGI_10011805	37	22	47	9	4	11
CGI_10011806	62	137	68	41	31	14
CGI_10011807	1	4	2	44	14	4
CGI_10011808	2246	1926	1277	811	337	278
CGI_10011809	112	58	69	109	57	47
CGI_10011810	240	268	168	120	31	31
CGI_10011811	481	457	393	667	588	447
CGI_10011812	1	1	1	1	0	0
CGI_10011813	137	90	61	208	74	41
CGI_10011814	13	3	10	12	15	16
CGI_10011815	168	71	103	451	74	116
CGI_10011816	78	98	87	164	127	56
CGI_10011817	70	13	35	194	27	67
CGI_10011818	312	198	104	334	179	129
CGI_10011819	9840	6810	6959	2519	956	1048
CGI_10011820	150	99	67	88	36	30
CGI_10011821	814	594	618	480	482	473
CGI_10011822	32	29	29	64	34	18
CGI_10011823	1155	1175	668	596	368	186
CGI_10011824	13	8	14	9	8	7
CGI_10011825	52	45	14	28	7	6
CGI_10011826	12	8	16	21	10	4
CGI_10011827	56	15	10	46	12	34
CGI_10011828	40	214	23	38	44	35
CGI_10011829	0	0	0	0	0	0
CGI_10011831	136	102	109	285	42	35
CGI_10011832	645	597	433	301	77	50
CGI_10011833	92	220	35	74	118	8
CGI_10011834	1253	2210	1414	510	142	106
CGI_10011835	26	17	9	18	21	3
CGI_10011836	26	60	34	27	88	40
CGI_10011837	69	266	61	82	340	34
CGI_10011838	0	0	0	2	9	1
CGI_10011839	0	1	1	3	4	9
CGI_10011840	0	0	0	2	24	1
CGI_10011841	0	0	0	0	0	0
CGI_10011842	30	22	11	16	106	17
CGI_10011843	0	0	1	0	0	0
CGI_10011844	1	0	0	3	0	5
CGI_10011845	1	1	0	0	7	0
CGI_10011846	331	331	263	53	29	20
CGI_10011847	106	47	48	80	36	41
CGI_10011848	147	96	88	180	80	62
CGI_10011849	5	3	4	14	8	4
CGI_10011850	571	387	340	335	105	83
CGI_10011851	0	0	0	0	0	0
CGI_10011852	107	156	39	141	196	66
CGI_10011853	8	12	30	8	8	1
CGI_10011854	51	31	9	55	23	10
CGI_10011855	2	0	1	0	0	0
CGI_10011856	78	66	55	40	75	87
CGI_10011857	1	2	2	3	0	0
CGI_10011858	1	10	0	0	15	0
CGI_10011859	1	0	0	0	1	0
CGI_10011860	22	14	3	53	26	9
CGI_10011861	0	0	0	1	0	2
CGI_10011862	475	283	397	326	195	314
CGI_10011863	253	194	182	142	43	32
CGI_10011864	0	1	2	0	1	0
CGI_10011865	16	17	17	20	50	70
CGI_10011866	1580	1203	1084	1012	378	167
CGI_10011867	436	643	386	485	84	70
CGI_10011868	864	690	725	627	380	349
CGI_10011869	120	97	78	111	11	7
CGI_10011870	101	104	76	61	59	34
CGI_10011871	14	7	1	5	1	1
CGI_10011872	27	31	44	31	63	47
CGI_10011873	289	167	219	191	132	168
CGI_10011874	62	75	30	75	34	24
CGI_10011875	203	127	103	333	115	185
CGI_10011876	145	110	101	212	35	20
CGI_10011877	180	122	85	112	55	17
CGI_10011878	74	17	45	124	9	23
CGI_10011879	18	7	7	17	5	8
CGI_10011880	0	0	1	0	0	0
CGI_10011881	1630	1204	1103	1116	735	652
CGI_10011882	0	0	0	0	0	0
CGI_10011883	18	29	27	194	128	57
CGI_10011884	7	4	1	22	37	15
CGI_10011885	2	2	0	0	10	8
CGI_10011886	29	10	11	14	5	5
CGI_10011887	1	2	4	2	10	7
CGI_10011888	222	120	81	570	345	93
CGI_10011889	156	474	153	181	56	52
CGI_10011891	13	3	2	19	6	0
CGI_10011892	1	0	0	0	0	0
CGI_10011893	1	0	2	1	0	0
CGI_10011894	30	22	13	59	74	18
CGI_10011895	3	7	2	14	24	6
CGI_10011896	3	5	1	1	0	0
CGI_10011897	307	345	251	338	153	139
CGI_10011898	0	0	1	0	0	0
CGI_10011899	1132	903	1366	1820	844	824
CGI_10011900	7	0	1	13	5	4
CGI_10011901	142	89	71	107	78	48
CGI_10011902	1	0	0	2	0	1
CGI_10011903	1180	1260	978	1134	1055	915
CGI_10011904	483	410	233	187	152	82
CGI_10011905	49	64	36	102	32	16
CGI_10011906	224	93	111	277	96	127
CGI_10011907	16	15	3	22	15	5
CGI_10011908	2029	1215	1194	387	55	29
CGI_10011909	197	5	17	206	1	1
CGI_10011910	12	7	5	10	8	2
CGI_10011911	11	16	10	8	13	2
CGI_10011912	3	2	20	4	0	3
CGI_10011913	4482	6417	10739	2102	354	810
CGI_10011914	2	0	0	0	3	0
CGI_10011915	52	13	30	8	4	4
CGI_10011916	5170	1792	2701	3206	380	573
CGI_10011917	131	133	70	141	27	23
CGI_10011918	223	148	125	98	47	52
CGI_10011919	30	20	12	133	59	18
CGI_10011920	29	29	12	74	33	5
CGI_10011921	24	28	9	21	142	22
CGI_10011922	23	12	15	16	4	1
CGI_10011923	12	6	15	6	15	10
CGI_10011924	456	279	495	206	17	184
CGI_10011925	3	2	3	6	3	0
CGI_10011926	13	9	2	24	13	3
CGI_10011927	11	2	19	21	7	7
CGI_10011928	1	0	2	0	0	0
CGI_10011930	5	4	9	23	14	4
CGI_10011931	41	25	61	203	87	116
CGI_10011932	189	225	117	169	167	39
CGI_10011933	18	12	35	49	26	44
CGI_10011934	679	749	373	550	199	107
CGI_10011935	1	0	0	1	0	0
CGI_10011936	56	44	44	66	49	28
CGI_10011937	352	293	262	569	276	212
CGI_10011938	338	216	272	330	231	162
CGI_10011939	30	26	17	16	7	15
CGI_10011940	967	519	816	780	900	729
CGI_10011941	435	270	268	379	94	54
CGI_10011942	742	691	489	634	60	32
CGI_10011943	291	212	162	472	112	83
CGI_10011944	115	118	86	83	18	7
CGI_10011945	1	1	3	8	1	5
CGI_10011946	2	6	0	0	2	0
CGI_10011947	441	349	384	607	506	409
CGI_10011948	304	194	99	329	99	103
CGI_10011949	80	40	36	89	16	16
CGI_10011950	171	144	81	203	48	22
CGI_10011951	174	81	87	197	42	67
CGI_10011952	290	269	310	227	166	85
CGI_10011953	175	425	143	136	254	82
CGI_10011954	303	71	303	275	39	155
CGI_10011955	51	48	29	25	11	7
CGI_10011956	157	154	101	97	18	17
CGI_10011957	61	40	33	56	8	6
CGI_10011958	431	303	337	309	67	66
CGI_10011959	283	196	310	422	96	103
CGI_10011960	872	733	830	815	222	413
CGI_10011961	71	76	52	135	143	44
CGI_10011962	1	0	2	4	2	0
CGI_10011963	22	14	45	14	16	13
CGI_10011964	792	1189	323	909	240	247
CGI_10011965	38	35	25	50	49	45
CGI_10011966	301	207	115	373	81	91
CGI_10011967	693	758	595	894	975	542
CGI_10011968	114	105	173	80	70	95
CGI_10011969	33	18	43	23	14	26
CGI_10011970	94	135	254	88	62	249
CGI_10011971	72	24	63	69	18	33
CGI_10011972	370	205	663	309	146	143
CGI_10011973	206	128	91	174	57	44
CGI_10011974	1527	1024	1187	1271	961	496
CGI_10011975	4	4	3	6	5	6
CGI_10011976	171	178	117	102	29	43
CGI_10011977	38	21	30	63	50	31
CGI_10011978	40	46	37	105	96	80
CGI_10011979	11	7	8	29	23	16
CGI_10011980	10	8	7	6	3	0
CGI_10011981	45	18	3	107	20	7
CGI_10011982	21	26	33	50	35	26
CGI_10011983	2	2	7	4	8	2
CGI_10011984	9	42	23	47	25	13
CGI_10011985	14	38	18	78	55	40
CGI_10011986	62	38	23	140	61	71
CGI_10011987	15	14	16	48	35	21
CGI_10011988	297	235	161	420	234	131
CGI_10011989	0	0	0	0	0	0
CGI_10011990	1	2	3	0	1	0
CGI_10011991	11	2	4	18	7	5
CGI_10011992	14	8	7	22	24	16
CGI_10011993	29	7	13	80	24	19
CGI_10011994	19	7	5	28	23	11
CGI_10011995	29	27	16	85	25	12
CGI_10011996	8	11	8	35	10	12
CGI_10011997	7	6	1	21	8	18
CGI_10011998	6	5	5	7	4	7
CGI_10011999	5	12	4	37	17	14
CGI_10012000	49	42	62	116	25	13
CGI_10012001	131	163	41	102	19	51
CGI_10012002	15182	11053	14450	11973	9545	6528
CGI_10012003	230	112	130	302	127	156
CGI_10012004	0	0	0	0	0	0
CGI_10012005	411	164	132	568	300	293
CGI_10012006	2	1	3	2	0	1
CGI_10012007	9	17	16	10	11	26
CGI_10012008	0	1	0	8	272	34
CGI_10012009	203	303	438	256	146	383
CGI_10012010	99	74	13	74	41	12
CGI_10012011	291	150	137	154	33	34
CGI_10012012	831	304	418	615	60	110
CGI_10012013	31	5	2	90	6	21
CGI_10012014	304	204	102	325	121	60
CGI_10012015	96	94	37	53	20	9
CGI_10012016	1472	1021	1458	1912	1072	711
CGI_10012017	427	322	246	270	71	75
CGI_10012018	47	44	23	31	6	4
CGI_10012019	1685	1075	969	1395	618	483
CGI_10012020	194	555	308	456	477	101
CGI_10012021	0	0	3	0	0	0
CGI_10012022	6	9	1	2	0	1
CGI_10012023	427	970	342	379	337	364
CGI_10012024	154	193	62	114	182	61
CGI_10012025	491	434	508	1211	945	1211
CGI_10012026	309	181	203	155	39	41
CGI_10012027	602	401	562	723	535	383
CGI_10012028	895	665	724	804	397	379
CGI_10012029	316	125	605	207	120	229
CGI_10012030	0	1	0	0	0	2
CGI_10012031	0	1	0	0	6	0
CGI_10012033	47	23	147	32	23	149
CGI_10012034	122	18	26	7	6	187
CGI_10012035	7	6	3	1	4	0
CGI_10012036	22	11	10	11	23	4
CGI_10012037	1001	460	1438	1773	488	261
CGI_10012038	1	0	0	1	0	0
CGI_10012039	7	10	5	6	39	2
CGI_10012040	8	71	4	15	84	4
CGI_10012041	143	267	171	117	27	24
CGI_10012042	510	602	216	791	1195	1280
CGI_10012043	176	168	128	171	67	43
CGI_10012044	856	606	372	551	417	150
CGI_10012045	1	123	16	0	25	6
CGI_10012046	14	25	16	15	22	20
CGI_10012047	0	1	0	0	1	0
CGI_10012048	11	3	2	3	3	0
CGI_10012049	117	79	70	107	26	42
CGI_10012050	336	353	282	349	108	37
CGI_10012051	222	146	125	235	183	86
CGI_10012052	19	32	21	3	15	7
CGI_10012053	132636	68807	92417	56263	39443	45792
CGI_10012054	0	0	0	0	0	0
CGI_10012055	2	0	3	3	0	1
CGI_10012056	594	389	505	611	266	277
CGI_10012057	0	0	0	0	1	0
CGI_10012058	0	0	0	0	0	0
CGI_10012059	4	4	7	16	1	1
CGI_10012060	923	594	655	985	714	791
CGI_10012061	204	255	131	246	70	51
CGI_10012062	160	138	135	149	100	105
CGI_10012063	534	216	375	566	217	266
CGI_10012064	34	36	13	16	6	5
CGI_10012065	51	47	26	40	14	6
CGI_10012066	323	175	289	190	69	83
CGI_10012067	278	182	222	223	92	134
CGI_10012068	30	56	40	27	44	39
CGI_10012069	2924	3143	1964	1395	356	241
CGI_10012070	5	55	50	1	37	27
CGI_10012071	3	2	4	1	5	5
CGI_10012072	418	483	250	459	174	83
CGI_10012073	0	0	0	0	1	0
CGI_10012074	0	0	2	0	2	0
CGI_10012075	28	21	18	18	13	3
CGI_10012076	3001	620	1022	987	136	336
CGI_10012077	15037	5281	3779	6268	794	1472
CGI_10012078	4011	1611	1409	1351	309	565
CGI_10012079	5	10	2	15	5	3
CGI_10012080	9	17	5	21	14	7
CGI_10012081	225	275	177	344	105	114
CGI_10012082	0	0	3	0	0	0
CGI_10012083	35	50	31	41	31	22
CGI_10012084	2900	1436	3517	2420	10291	7373
CGI_10012085	525	403	2718	860	305	1039
CGI_10012087	0	0	1	0	0	0
CGI_10012088	0	3	0	5	2	1
CGI_10012089	3	4	0	1	7	1
CGI_10012090	20	10	5	67	19	26
CGI_10012091	13	24	7	51	45	4
CGI_10012092	18	25	12	15	25	1
CGI_10012093	416	228	265	499	114	33
CGI_10012094	470	491	239	634	328	108
CGI_10012095	748	485	523	428	147	96
CGI_10012096	954	608	605	858	202	116
CGI_10012097	0	1	0	0	0	0
CGI_10012098	134	151	89	159	62	36
CGI_10012099	154	259	50	126	67	18
CGI_10012100	120	160	81	87	380	81
CGI_10012101	0	0	0	0	0	0
CGI_10012102	36	20	9	13	20	25
CGI_10012103	633	337	343	413	82	70
CGI_10012104	0	0	0	0	1	1
CGI_10012105	2	3	1	14	3	7
CGI_10012106	3605	1761	1672	994	479	101
CGI_10012107	2680	1916	2432	2204	1410	2163
CGI_10012108	1	1	1	0	0	0
CGI_10012109	253	235	73	324	179	55
CGI_10012110	21	41	21	9	20	9
CGI_10012111	99	95	62	49	28	11
CGI_10012112	403	286	224	326	127	136
CGI_10012113	3745	2594	3207	3151	2230	1134
CGI_10012114	156	149	81	93	41	64
CGI_10012115	48	35	38	44	11	3
CGI_10012116	164	45	35	245	36	68
CGI_10012117	628	715	465	880	422	273
CGI_10012118	77	54	40	94	26	23
CGI_10012119	113	62	103	152	128	80
CGI_10012120	71	47	70	20	5	13
CGI_10012121	15	7	15	0	6	7
CGI_10012122	0	0	0	0	0	1
CGI_10012123	4	1	1	7	3	2
CGI_10012124	36	61	30	52	204	47
CGI_10012125	38	14	22	54	13	6
CGI_10012126	680	564	379	701	157	155
CGI_10012127	826	984	570	897	485	196
CGI_10012128	508	359	425	899	826	506
CGI_10012129	823	886	497	800	440	219
CGI_10012130	2	0	3	7	2	4
CGI_10012131	80	44	46	42	53	25
CGI_10012132	44	25	40	117	32	33
CGI_10012133	1	0	0	0	1	0
CGI_10012134	10	2	2	3	5	5
CGI_10012135	2027	3453	1673	619	684	206
CGI_10012136	884	196	662	405	53	166
CGI_10012137	97	91	198	99	51	84
CGI_10012138	1	2	5	4	3	2
CGI_10012139	0	0	0	0	1	0
CGI_10012140	0	0	0	0	0	0
CGI_10012141	33	33	35	26	21	11
CGI_10012142	0	0	0	0	0	0
CGI_10012143	27	0	11	5	3	2
CGI_10012144	287	264	241	150	24	30
CGI_10012145	20	29	19	54	13	15
CGI_10012146	818	292	1129	428	305	272
CGI_10012147	58	91	37	76	91	68
CGI_10012148	45	37	17	112	33	5
CGI_10012149	1	0	0	0	0	0
CGI_10012150	141	85	96	154	69	34
CGI_10012151	39	72	7	62	61	7
CGI_10012152	0	0	0	1	0	0
CGI_10012153	0	0	12	4	6	6
CGI_10012154	20	5	10	8	3	1
CGI_10012155	108	162	93	14	11	8
CGI_10012156	1836	1307	1554	1888	644	610
CGI_10012157	74	64	49	28	32	21
CGI_10012158	372	528	160	563	176	79
CGI_10012159	58	24	37	67	26	22
CGI_10012160	12	5	1	39	8	8
CGI_10012161	12	4	7	19	34	13
CGI_10012162	5	1	0	2	0	0
CGI_10012163	200	2	0	126	15	3
CGI_10012164	106	39	36	52	38	7
CGI_10012165	63	26	65	134	35	35
CGI_10012166	1	2	0	1	0	0
CGI_10012167	30	41	25	77	8	11
CGI_10012168	824	636	751	1434	559	616
CGI_10012169	146	199	157	64	14	11
CGI_10012170	3	2	5	15	6	10
CGI_10012171	769	637	611	1054	523	434
CGI_10012172	8	6	0	2	3	0
CGI_10012173	23	20	59	20	67	53
CGI_10012174	869	656	294	467	755	546
CGI_10012175	155	220	140	159	52	32
CGI_10012176	373	362	242	554	85	59
CGI_10012177	44	32	28	164	97	29
CGI_10012178	160	90	137	67	32	25
CGI_10012179	222	153	159	135	66	54
CGI_10012180	1323	1086	1219	1367	1576	1152
CGI_10012181	61	51	28	43	19	37
CGI_10012182	87	41	34	78	25	63
CGI_10012183	655	164	285	617	65	59
CGI_10012184	247	138	223	258	146	312
CGI_10012185	0	1	0	0	2	1
CGI_10012186	1521	1094	1170	1273	817	715
CGI_10012187	189	210	147	216	150	103
CGI_10012188	124	134	137	125	39	18
CGI_10012189	6694	4813	5431	7182	3328	2799
CGI_10012190	0	0	0	0	0	0
CGI_10012191	3	3	0	1	2	1
CGI_10012192	1	0	0	0	1	0
CGI_10012193	1778	1321	1131	1594	334	338
CGI_10012194	91	94	34	67	3	3
CGI_10012195	6	8	6	8	2	0
CGI_10012196	17	6	14	21	4	8
CGI_10012197	36	38	53	43	15	18
CGI_10012198	108	187	86	146	27	23
CGI_10012199	25	7	16	94	15	13
CGI_10012200	57	25	47	100	71	230
CGI_10012201	597	707	260	580	143	49
CGI_10012202	152	103	54	341	168	174
CGI_10012203	0	0	0	3	0	0
CGI_10012204	477	324	322	355	107	52
CGI_10012205	42	21	19	131	29	23
CGI_10012206	86	41	20	131	25	25
CGI_10012207	1132	434	475	1708	1058	609
CGI_10012208	67	39	25	186	113	69
CGI_10012209	7	3	6	30	24	6
CGI_10012210	193	199	123	542	319	81
CGI_10012211	0	0	0	0	0	0
CGI_10012212	6	5	14	1	1	3
CGI_10012213	2279	3164	2163	1389	2940	1769
CGI_10012214	0	0	0	0	0	0
CGI_10012215	368	593	636	194	96	48
CGI_10012216	200	107	181	65	23	32
CGI_10012217	8	20	5	17	20	4
CGI_10012218	0	0	0	0	0	0
CGI_10012219	321	282	285	269	90	95
CGI_10012220	64	79	23	119	98	6
CGI_10012222	598	292	98	664	178	156
CGI_10012223	21	25	10	39	36	25
CGI_10012224	333	170	206	403	177	250
CGI_10012225	1315	815	739	1635	586	297
CGI_10012226	51	51	16	69	31	10
CGI_10012227	1	1	0	2	8	0
CGI_10012228	186	109	87	158	46	50
CGI_10012229	260	294	169	120	45	30
CGI_10012230	1531	901	1013	842	438	606
CGI_10012231	117	113	88	44	11	9
CGI_10012232	129	28	20	47	24	2
CGI_10012233	178	48	97	149	61	108
CGI_10012234	0	0	0	0	0	0
CGI_10012235	416	359	384	193	37	8
CGI_10012236	301	293	178	277	99	64
CGI_10012237	103	62	139	106	46	115
CGI_10012238	24	30	19	29	9	7
CGI_10012239	18	14	5	3	6	11
CGI_10012240	0	2	0	0	0	0
CGI_10012241	0	0	0	0	0	6
CGI_10012242	14	13	20	11	13	4
CGI_10012243	362	310	205	251	100	133
CGI_10012244	237	167	189	166	136	263
CGI_10012245	57	57	35	142	39	27
CGI_10012246	180	1365	747	186	220	60
CGI_10012247	58	45	61	90	34	29
CGI_10012248	190	163	134	165	192	127
CGI_10012249	0	2	1	1	6	1
CGI_10012250	44	19	21	47	16	15
CGI_10012251	37	52	35	41	23	17
CGI_10012252	11	0	0	2	6	0
CGI_10012253	7	0	0	0	0	0
CGI_10012254	46	27	10	139	74	24
CGI_10012255	98	58	37	195	153	88
CGI_10012256	39	22	32	54	38	17
CGI_10012257	29	15	23	25	26	30
CGI_10012258	97	90	47	113	127	75
CGI_10012259	2	2	7	2	8	0
CGI_10012260	3	0	0	3	0	0
CGI_10012261	41	22	15	56	22	13
CGI_10012262	3	11	0	8	8	5
CGI_10012263	0	0	0	0	1	0
CGI_10012264	2	0	0	1	0	0
CGI_10012265	22	20	22	74	19	32
CGI_10012266	0	0	0	0	0	0
CGI_10012267	44	23	34	230	64	42
CGI_10012268	6	6	1	7	7	0
CGI_10012269	4	4	2	6	2	0
CGI_10012270	90	96	85	118	45	40
CGI_10012271	41	43	33	81	48	22
CGI_10012272	511	391	407	408	175	103
CGI_10012273	5	3	5	3	8	2
CGI_10012274	4	2	3	20	7	5
CGI_10012275	156	93	133	142	85	90
CGI_10012276	1425	1037	1220	993	914	654
CGI_10012277	137	80	74	120	48	22
CGI_10012278	9	17	2	13	5	1
CGI_10012279	5	5	7	1	1	0
CGI_10012280	348	162	314	310	177	134
CGI_10012281	1	0	3	0	0	1
CGI_10012282	7	5	9	2	9	25
CGI_10012283	2	14	7	3	9	4
CGI_10012284	263	284	876	432	312	1009
CGI_10012285	0	0	1	0	1	0
CGI_10012286	2	2	9	0	5	5
CGI_10012287	26	31	17	15	15	9
CGI_10012288	1	0	0	0	0	0
CGI_10012289	586	529	295	1395	347	105
CGI_10012290	265	331	206	283	137	143
CGI_10012291	219	162	140	286	126	97
CGI_10012292	41	45	20	76	21	8
CGI_10012293	156	179	140	302	271	131
CGI_10012294	142	124	117	206	147	125
CGI_10012295	48	109	105	48	196	132
CGI_10012296	302	305	232	249	199	135
CGI_10012297	62	54	60	47	67	31
CGI_10012298	60	73	19	55	19	3
CGI_10012299	107	75	98	43	25	19
CGI_10012300	55	38	14	34	20	15
CGI_10012301	77	87	41	59	57	42
CGI_10012302	157	150	75	109	77	38
CGI_10012303	133	104	52	60	29	11
CGI_10012304	210	188	169	112	93	38
CGI_10012305	1341	1723	953	1739	916	145
CGI_10012306	184	139	94	17	6	3
CGI_10012307	1031	684	314	222	129	31
CGI_10012308	121	68	21	57	12	9
CGI_10012309	53	27	28	46	12	10
CGI_10012310	140	78	117	154	80	102
CGI_10012311	3	0	1	0	0	1
CGI_10012312	47	23	18	89	50	22
CGI_10012313	235	253	210	310	210	134
CGI_10012314	822	446	632	1008	562	368
CGI_10012315	0	0	0	0	0	0
CGI_10012316	0	0	0	0	0	0
CGI_10012317	341	331	163	142	50	97
CGI_10012318	62	123	83	72	51	13
CGI_10012319	4	7	7	2	20	4
CGI_10012320	0	0	0	0	0	0
CGI_10012321	0	0	2	0	9	3
CGI_10012322	500	130	545	289	34	125
CGI_10012323	354	582	166	435	170	168
CGI_10012324	129	220	107	125	154	16
CGI_10012325	21	27	89	46	48	50
CGI_10012326	69	59	71	25	11	9
CGI_10012327	4	1	0	1	1	5
CGI_10012328	24	42	33	69	20	11
CGI_10012329	74	53	125	174	38	41
CGI_10012330	47332	34415	29306	30072	20041	14010
CGI_10012331	393	230	326	320	242	202
CGI_10012332	0	0	1	0	0	0
CGI_10012333	169	163	92	109	48	35
CGI_10012334	10	8	10	46	191	248
CGI_10012335	1602	1093	2428	575	382	506
CGI_10012336	1490	890	1410	268	38	110
CGI_10012337	368	495	483	271	196	131
CGI_10012338	3079	1390	2065	2132	735	656
CGI_10012339	1	1	0	0	1	0
CGI_10012340	0	0	0	0	0	0
CGI_10012341	187	96	77	110	36	38
CGI_10012342	346	441	258	288	511	138
CGI_10012343	18	27	1	4	5	1
CGI_10012344	204	193	225	135	50	46
CGI_10012345	279	181	164	189	78	50
CGI_10012346	0	0	4	0	0	0
CGI_10012347	158	180	61	75	17	12
CGI_10012348	7338	3638	4411	2828	975	484
CGI_10012349	0	0	2	0	0	0
CGI_10012350	484	27	94	112	31	41
CGI_10012351	309	12	34	50	9	6
CGI_10012352	13330	8392	8329	7074	745	820
CGI_10012353	4305	613	336	733	34	40
CGI_10012354	51	20	28	107	37	16
CGI_10012355	160	89	137	127	180	306
CGI_10012356	224	138	106	145	70	56
CGI_10012357	94	69	31	79	43	7
CGI_10012358	12	20	16	7	10	6
CGI_10012359	96	128	30	166	440	154
CGI_10012360	10	42	36	5	16	7
CGI_10012361	49	24	249	51	86	48
CGI_10012362	1	0	0	0	0	0
CGI_10012363	6	6	350	2	72	35
CGI_10012364	0	0	6	0	19	1
CGI_10012365	153	75	68	180	82	98
CGI_10012366	122	105	83	81	39	28
CGI_10012367	221	182	280	413	208	265
CGI_10012368	301	259	240	178	68	21
CGI_10012370	828	465	314	435	94	132
CGI_10012371	578	400	293	659	257	185
CGI_10012372	32	9	18	18	3	1
CGI_10012373	186	170	115	158	39	36
CGI_10012374	43	26	27	62	26	18
CGI_10012375	350	408	269	271	124	79
CGI_10012376	470	407	352	375	98	68
CGI_10012377	60	17	26	30	11	10
CGI_10012378	671	582	644	699	312	121
CGI_10012379	43	53	42	22	32	25
CGI_10012380	51	41	20	27	21	2
CGI_10012381	16	9	13	9	8	14
CGI_10012382	138	122	80	129	102	69
CGI_10012383	261	288	215	238	48	24
CGI_10012384	206	126	136	108	28	6
CGI_10012385	15	4	3	44	27	23
CGI_10012386	25	5	13	2	0	12
CGI_10012387	640	853	587	1037	394	289
CGI_10012388	148	106	83	231	87	55
CGI_10012389	26	13	10	49	9	1
CGI_10012390	126	104	84	262	212	134
CGI_10012391	154	122	110	202	108	61
CGI_10012392	72	67	79	75	54	63
CGI_10012393	134	122	88	89	40	34
CGI_10012394	79	82	39	65	25	9
CGI_10012395	242	164	63	190	19	20
CGI_10012396	1	1	0	2	0	0
CGI_10012397	0	0	1	1	0	0
CGI_10012398	423	329	333	492	415	286
CGI_10012399	2	2	2	1	1	2
CGI_10012401	85	63	82	116	56	20
CGI_10012402	137	165	123	87	35	25
CGI_10012403	172	77	65	123	22	19
CGI_10012404	45	10	31	18	3	4
CGI_10012405	570	320	402	179	49	152
CGI_10012406	516	428	430	188	57	51
CGI_10012407	125	103	85	104	30	17
CGI_10012408	703	584	684	946	749	365
CGI_10012409	98	6	54	40	3	15
CGI_10012410	57	38	50	95	49	46
CGI_10012411	31	27	22	52	9	12
CGI_10012412	180	119	78	223	43	40
CGI_10012413	330	72	242	320	31	87
CGI_10012414	31	38	33	142	52	14
CGI_10012415	449	393	242	275	251	159
CGI_10012416	1	0	1	1	1	0
CGI_10012417	1756	1237	1292	1519	1334	870
CGI_10012418	32	53	31	129	37	41
CGI_10012419	1125	344	594	602	36	24
CGI_10012420	240	262	60	219	184	42
