baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Column7
CGI_10005452,1572.10269254219,1.11777746227045,0.365615903135417,3.05724519279581,0.00223381470179717,0.0172639080560027
CGI_10005455,25.701857766517,-1.66770738183047,0.455355498560846,-3.66242943612468,0.00024983458400651,0.0033276578619756
CGI_10005456,106.824823655961,-2.14735705306229,0.44050923176157,-4.87471521192675,1.08965536045112E-06,4.0899392981316E-05
CGI_10005457,235.573069317663,1.0236817163143,0.315072063530021,3.24903993342068,0.00115795221121142,0.0105759635290643
CGI_10005458,398.604693485279,2.93741681309765,0.430066290427392,6.83014892931621,8.48265238505961E-12,1.42716905917056E-09
CGI_10005474,73.4410626677253,1.63680523564894,0.432008442515041,3.78882696393589,0.000151360289460753,0.00224019556509768
CGI_10005475,57.2288362944415,-1.20412298861918,0.437232098958831,-2.75396749572258,0.00588776152991023,0.0354277202269445
CGI_10005482,124.066414986371,1.6370617725128,0.54911412683496,2.98127783007271,0.00287048243028942,0.0207679566250287
CGI_10005483,526.276361691219,0.925364830269277,0.278741101873313,3.31980043147656,0.000900818194120111,0.00876595279717085
CGI_10005488,1499.79153580924,2.50827562011606,0.450023703771095,5.57365223008764,2.49453472773075E-08,1.64416412638748E-06
CGI_10005492,86.2471041291256,-1.59427858764975,0.382730324394748,-4.16554029307959,3.1061605439434E-05,0.00064060386271865
CGI_10005518,121.52544153175,1.86739743740395,0.530238330083602,3.52180770694099,0.000428614922082497,0.00503690918697353
CGI_10005523,456.555813815622,-1.34017652217118,0.312295135185484,-4.29137815859732,1.77567624285284E-05,0.000404938249564654
CGI_10005525,244.36438557985,0.984584670659312,0.305036369987707,3.2277615639702,0.00124762920255424,0.0112029625959693
CGI_10005549,68.4014597206167,-0.914542268961498,0.352036781748477,-2.59785998616167,0.00938067352147508,0.0498969202818344
CGI_10005556,1260.50922098959,-1.44407684992683,0.410533094804944,-3.51756501047243,0.000435525653370171,0.00508422521706627
CGI_10005569,25.7953084290708,-1.47170207385621,0.537112679284441,-2.74002482275573,0.0061434544344384,0.0365029293843025
CGI_10005570,274.177442898693,1.67806692968773,0.433930293422431,3.8671347797655,0.000110121572511213,0.00175280644046893
CGI_10005586,697.496286244115,0.65080872975993,0.239165563327937,2.7211640367621,0.00650524720742167,0.038086276385332
CGI_10005591,3861.57675862765,1.17253771165343,0.389794562736224,3.0080915018994,0.00262893970232773,0.0194533423960825
CGI_10005597,51.4437775417585,-1.35298660717063,0.464318087483529,-2.9139218213605,0.00356919277130159,0.024466446516642
CGI_10005603,1040.85185502672,1.60568109696717,0.361786657549033,4.4381987656622,9.07148293576373E-06,0.000233918160793867
CGI_10005605,69.2176026799538,2.36740302753447,0.42780153930329,5.53388150821052,3.13220614480233E-08,1.96325862278786E-06
CGI_10005625,86.2059235648145,-1.40751337039266,0.284733223192079,-4.94327059769615,7.68227355339587E-07,3.08255244255508E-05
CGI_10005632,46.1111703886024,-1.49171677802779,0.365011112514136,-4.08677085953108,4.37418749028058E-05,0.000840650461558933
CGI_10005646,251.049281226082,1.21344272586059,0.309766062331073,3.9172875063495,8.95509228043011E-05,0.0014858016430679
CGI_10005648,30.9575374171508,1.65601922842007,0.44308040933478,3.73751398963077,0.000185848752279999,0.00264630962786219
CGI_10005650,548.777754959764,4.30436998473507,0.48558273696848,8.8643389829043,7.69592794618891E-19,4.92026326693011E-16
CGI_10005669,86.774833490574,1.49873064811937,0.37450385858564,4.00190976343879,6.28332632892431E-05,0.00112106231617459
CGI_10005670,310.292550668544,1.68279164900473,0.393459217832353,4.2769150466866,1.89501077056128E-05,0.00042460638527296
CGI_10005672,116.035710738578,-0.768679623560309,0.289941247827267,-2.65115649918928,0.00802166626955068,0.0443387778242023
CGI_10005678,40.9154792937808,-1.20558318388587,0.431763856363409,-2.79222812682854,0.00523464364294106,0.0326457178746773
CGI_10005692,73.6548678935797,1.18275442955438,0.426089023064717,2.77583876967124,0.00550595050978751,0.0338583298421688
CGI_10005695,176.723910884072,0.848244525746531,0.321757696618697,2.63628355952508,0.00838196545686704,0.0458807355772574
CGI_10005720,492.965857992481,-0.705653259908263,0.221183411861271,-3.19035344454699,0.00142098891763185,0.0123323834570945
CGI_10005732,333.517900670324,1.68212120804214,0.481408121249581,3.49416873914776,0.000475540350815226,0.00542580190152549
CGI_10005733,772.250728044357,1.54431431478894,0.415542595821935,3.7163802948632,0.000202097323266094,0.00283764762828967
CGI_10005752,137.692225503671,1.19637193675319,0.432973401112201,2.76315342623822,0.00572458505583152,0.0348011224630265
CGI_10005760,237.239778425024,1.63983456707117,0.392952900084767,4.17310717573894,3.00473508057957E-05,0.00062371016066576
CGI_10005761,480.16669369992,2.64738967904819,0.276610068556738,9.57083627816376,1.06044390740928E-21,1.07049021811105E-18
CGI_10005771,156.88736010331,1.07590746106985,0.378577089840765,2.84197720871697,0.00448346966145813,0.0290516716576915
CGI_10005777,192.9052742357,1.07502045831024,0.365014228328272,2.9451467227284,0.00322801547010317,0.0226456974091364
CGI_10005789,130.515316107304,-1.09478212912181,0.412419898071039,-2.65453275713005,0.00794183282977745,0.0440042440560089
CGI_10005800,85.204235164499,2.07230105766221,0.529446673911104,3.91408834879215,9.07464073456195E-05,0.00150433543032756
CGI_10005802,55.448783879368,-1.42320165315939,0.431389509725328,-3.29911048153572,0.000969917300324872,0.00925523075633385
CGI_10005813,589.194840251952,1.8948336338918,0.382880137726774,4.94889509061963,7.46359600291365E-07,3.00108535295354E-05
CGI_10005814,258.135591029127,2.22230330823407,0.356717091709585,6.22987616764749,4.66804005904321E-10,4.86592436589395E-08
CGI_10005818,50.212185495724,1.05498264592118,0.391399709611714,2.69540988409972,0.00703020913380035,0.0401546787332611
CGI_10005826,366.590061113179,-1.96937851887649,0.334898050451722,-5.88053145194522,4.08951287364914E-09,3.35200243233292E-07
CGI_10005830,87.2999071253549,-1.52055194075961,0.496537879275043,-3.06230804179462,0.00219637297577569,0.0170483341462476
CGI_10005832,61.4306135330784,1.7809502573518,0.485452534164609,3.66863932519489,0.000243844797360326,0.00327024146511912
